App Name,Notes,Category,Deployment Model (Verified),Vendor Website,Installation Guide Link,Canonical Vendor,Canonical Product Name,Canonical Key,Canonical Group ID,Possible Duplicate,Enrichment Status,Third Party?,Co-Traveler?
NBWVPMID004A.prod.inovaad.org,"NBWVPMID004A | 4 | 16384 | 1 | 2 | 143360 | 10.4.8.172 | Service Delivery | Azure Migrate | ServiceNow | CHG0310885 built off of RITM1083258 TASK2563139 Kevin Ochoa, ITSM Team ServiceNow MID Server for Prod HA | Nokes DataCenter | Infrastructure 1 | Microsoft Windows Server 2016 or later (64-bit)",Administration / ERP,Cloud / SaaS (or Hybrid),,,,NBWVPMID004A.prod.inovaad.org,NBWVPMID004A.prod.inovaad.org,925,,,,
NBWVPMID004G.prod.inovaad.org,NBWVPMID004G | 2 | 8192 | 1 | 2 | 133120 | 10.4.8.119 | Service Delivery | Azure Migrate | ServiceNow | APPLICATION:     ServiceNow and NTM MID     CONTACT:      Sivasankar Nandigam     DEPARTMENT:      Server Engineering      | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,Cloud / SaaS (or Hybrid),,,,NBWVPMID004G.prod.inovaad.org,NBWVPMID004G.prod.inovaad.org,926,,,,
NBWVPMID005G.prod.inovaad.org,NBWVPMID005G | 4 | 16384 | 1 | 2 | 122880 | 10.4.8.130 | Service Delivery | Azure Migrate | ServiceNow | APPLICATION:     ServiceNow and NTM MID     CONTACT:      Sivasankar Nandigam     DEPARTMENT:      Server Engineering      | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,Cloud / SaaS (or Hybrid),,,,NBWVPMID005G.prod.inovaad.org,NBWVPMID005G.prod.inovaad.org,927,,,,
NBWVPMID006G.prod.inovaad.org,NBWVPMID006G | 4 | 16384 | 1 | 2 | 122880 | 10.4.8.131 | Service Delivery | Azure Migrate | ServiceNow | APPLICATION:     ServiceNow and NTM MID     CONTACT:      Sivasankar Nandigam     DEPARTMENT:      Server Engineering      | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,Cloud / SaaS (or Hybrid),,,,NBWVPMID006G.prod.inovaad.org,NBWVPMID006G.prod.inovaad.org,928,,,,
NBWVPMID007G.prod.inovaad.org,NBWVPMID007G | 4 | 16384 | 1 | 2 | 122880 | 10.4.8.132 | Service Delivery | Azure Migrate | ServiceNow | APPLICATION:     ServiceNow and NTM MID     CONTACT:      Sivasankar Nandigam     DEPARTMENT:      Server Engineering      | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,Cloud / SaaS (or Hybrid),,,,NBWVPMID007G.prod.inovaad.org,NBWVPMID007G.prod.inovaad.org,929,,,,
NBWVPORC101A.inovaad.org,"NBWVPORC101A | 4 | 16384 | 1 | 2 | 163840 | 10.4.8.65 | Server Engineering | Azure Migrate | Orchestrator Manager | APPLICATION:Orchestrator Manager, Support Group:Server Eng, CONTACT:Todd Beck | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit)",Administration / ERP,On-Premises,,,,NBWVPORC101A.inovaad.org,NBWVPORC101A.inovaad.org,973,,,,
NBWVPQBS001A.prod.inovaad.org,NBWVPQBS001A | 4 | 16384 | 1 | 2 | 235520 | 10.4.4.60 | Business Applications | Azure Migrate | Quickbooks | Project: EAP Quickbooks Owner: Brian Petz RITM0467280 | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,On-Premises,,,,NBWVPQBS001A.prod.inovaad.org,NBWVPQBS001A.prod.inovaad.org,1003,,,,
NBWVPREP001A.prod.inovaad.org,NBWVPREP001A | 16 | 32768 | 1 | 2 | 593920 | 10.4.8.101 | Retail Operations | Azure Migrate | Retail Pro | RITM1124545 APPLICATION Name: Retail Pro APPLICATION Owner: Diane Lemberg | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,On-Premises,,,,NBWVPREP001A.prod.inovaad.org,NBWVPREP001A.prod.inovaad.org,1052,,,,
NBWVPSAS001A.prod.inovaad.org,NBWVPSAS001A | 8 | 28672 | 1 | 3 | 1703526 | 10.5.8.146 | Data Analytics | Azure Migrate | SAS | App Name - SAS App owner department – Data Management and Buisiness Intelligence App owner - Darwin Leung Vendor name - SAS Vendor contact name - Theresa Smiley RITM # for server build - RITM1160695/CHG0315795 | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,On-Premises,,,,NBWVPSAS001A.prod.inovaad.org,NBWVPSAS001A.prod.inovaad.org,1072,,,,
NBWVPTRT001A.prod.inovaad.org,NBWVPTRT001A | 4 | 32768 | 1 | 2 | 184320 | 10.4.4.85 | Retail Operations | Azure Migrate | Retail Pro | Springfield Treasure Trove Retail & Resale Operations - Liberty Software Jodi Shannon / Tina Marie Martin | Nokes DataCenter | Apps | Microsoft Windows Server 2016 or later (64-bit),Administration / ERP,On-Premises,,,,NBWVPTRT001A.prod.inovaad.org,NBWVPTRT001A.prod.inovaad.org,1131,,,,
OnBase (Back Office),"Hyland Software, Inc | 27 | 2 Critical | Prisma | Enterprise Systems | Deitra Troy | Jason Myers | Relocate | Cloud Support | Phase I | No | √ | √ | OnBase is an enterprise content management (ECM) platform provided by Hyland Software. It is designed to help organizations manage, access, and distribute their content in a centralized and secure manner. OnBase offers a wide range of capabilities to digitize and automate business processes, store and retrieve documents and files, and facilitate collaboration and workflow management. This instance of OnBase is used by Accounts Payable, Human Resources and Supply Chain.   Accounts Payable:  Invoice scanning, Invoice Processing – PO, NonPO, Credit Memos. Materials Management:  Packing Slip/Vendor Return Slip Scanning and Indexing. Supply Chain:  Buyer Reviews and Supplier Management. Human Resources:  Employee file scanning and retrieval. | Integrates with Workday",Administration / ERP,Cloud / SaaS (or Hybrid),,,Hyland,OnBase,Hyland OnBase,319,Yes,,,
OnBase (Back Office),"Hyland Software, Inc | 2 Critical | Relocate | Cloud Support | Phase I | OnBase is an enterprise content management (ECM) platform provided by Hyland Software. It is designed to help organizations manage, access, and distribute their content in a centralized and secure manner. OnBase offers a wide range of capabilities to digitize and automate business processes, store and retrieve documents and files, and facilitate collaboration and workflow management. This instance of OnBase is used by Accounts Payable, Human Resources and Supply Chain.   Accounts Payable:  Invoice scanning, Invoice Processing – PO, NonPO, Credit Memos. Materials Management:  Packing Slip/Vendor Return Slip Scanning and Indexing. Supply Chain:  Buyer Reviews and Supplier Management. Human Resources:  Employee file scanning and retrieval.",Administration / ERP,Cloud / SaaS (or Hybrid),,,Hyland,OnBase,Hyland OnBase,319,Yes,,,
OnBase (Clinical Legacy),"Hyland Software, Inc | 31 | 4 Best Effort | Midlands | Enterprise Systems | Deitra Troy | Retire | No | OnBase is an enterprise content management (ECM) platform provided by Hyland Software. It is designed to help organizations manage, access, and distribute their content in a centralized and secure manner. OnBase offers a wide range of capabilities to digitize and automate business processes, store and retrieve documents and files, and facilitate collaboration and workflow management. | OnBase version 18. Legacy version, due to be retired",Administration / ERP,Unknown / Needs vendor check,,,Hyland,OnBase,Hyland OnBase,319,Yes,,,
OnBase (Clinical Legacy),"Hyland Software, Inc | 4 Best Effort | Retire | OnBase is an enterprise content management (ECM) platform provided by Hyland Software. It is designed to help organizations manage, access, and distribute their content in a centralized and secure manner. OnBase offers a wide range of capabilities to digitize and automate business processes, store and retrieve documents and files, and facilitate collaboration and workflow management.",Administration / ERP,Unknown / Needs vendor check,,,Hyland,OnBase,Hyland OnBase,319,Yes,,,
OnBase (Clinical),"Hyland Software, Inc | 28 | 2 Critical | Prisma | Enterprise Systems | Deitra Troy | Relocate | Cloud Support | Phase II | No | OnBase is an enterprise content management (ECM) platform provided by Hyland Software. It is designed to help organizations manage, access, and distribute their content in a centralized and secure manner. OnBase offers a wide range of capabilities to digitize and automate business processes, store and retrieve documents and files, and facilitate collaboration and workflow management. | Integrated with EPIC",Administration / ERP,Cloud / SaaS (or Hybrid),,,Hyland,OnBase,Hyland OnBase,319,Yes,,,Yes
OnBase (Clinical),"Hyland Software, Inc | 2 Critical | Relocate | Cloud Support | Phase II | OnBase is an enterprise content management (ECM) platform provided by Hyland Software. It is designed to help organizations manage, access, and distribute their content in a centralized and secure manner. OnBase offers a wide range of capabilities to digitize and automate business processes, store and retrieve documents and files, and facilitate collaboration and workflow management.",Administration / ERP,Cloud / SaaS (or Hybrid),,,Hyland,OnBase,Hyland OnBase,319,Yes,,,Yes
Optiflex,"Optiflex | 0 | 2 Critical | Upstate | Finance GVL | Alex Hernandez Chavez | Dustin Junkins | TBD | optiflex cabinets, Not Omnicell,Not Drug | 2 servers",Administration / ERP,On-Premises,,,,Optiflex,Optiflex,1204,Yes,,,
Optio,"Bottomline | 1 | 9 Unknown | Redeploy | Cloud Support | Phase I | Optio is a software company (acquired by Bottomline in 2008) that specializes in document management and automation solutions. Their products and services are designed to help organizations streamline document processes, improve productivity, and enhance compliance. Optio offers a range of solutions, including document capture, workflow automation, electronic forms, and output management. Their software is used across various industries, including healthcare, finance, manufacturing, and government. With Optio, organizations can digitize and automate their document-driven processes, leading to increased efficiency, reduced costs, and improved customer service. | Windows Server 2008 R2",Administration / ERP,Cloud / SaaS (or Hybrid),,,,Optio,Optio,1205,Yes,,,
Optio,"Bottomline | 9 Unknown | Redeploy | Cloud Support | Phase I | Optio is a software company (acquired by Bottomline in 2008) that specializes in document management and automation solutions. Their products and services are designed to help organizations streamline document processes, improve productivity, and enhance compliance. Optio offers a range of solutions, including document capture, workflow automation, electronic forms, and output management. Their software is used across various industries, including healthcare, finance, manufacturing, and government. With Optio, organizations can digitize and automate their document-driven processes, leading to increased efficiency, reduced costs, and improved customer service.",Administration / ERP,Cloud / SaaS (or Hybrid),,,,Optio,Optio,1205,Yes,,,
PDS DASH,"Practical Data Solutions | 5 | 9 Unknown | Relocate | Cloud Support | Phase I | √ | √ | PDS provides best practice data modeling & staging to deliver industry-proven data marts tuned to meet your healthcare organization’s unique analysis and reporting requirements. PDS DASH is a software application that supports users in creating graphical dashboards quickly and with ease. It blends data from multiple reporting sources, and users can create dashboards in days – instead of weeks or months. PDS DASH integrates with today’s leading analytical software applications like Microsoft, SAP Business Objects, IBM Cognos, MicroStrategy, Qlik, Hyperion, Oracle, Tableau, and more. It is a powerful, rapid development solution for creating visual dashboards ready for distribution.",Administration / ERP,Cloud / SaaS (or Hybrid),,,,PDS DASH,PDS DASH,1213,Yes,,,
PDS DASH,"Practical Data Solutions | 9 Unknown | Relocate | Cloud Support | Phase I | PDS provides best practice data modeling & staging to deliver industry-proven data marts tuned to meet your healthcare organization’s unique analysis and reporting requirements. PDS DASH is a software application that supports users in creating graphical dashboards quickly and with ease. It blends data from multiple reporting sources, and users can create dashboards in days – instead of weeks or months. PDS DASH integrates with today’s leading analytical software applications like Microsoft, SAP Business Objects, IBM Cognos, MicroStrategy, Qlik, Hyperion, Oracle, Tableau, and more. It is a powerful, rapid development solution for creating visual dashboards ready for distribution.",Administration / ERP,Cloud / SaaS (or Hybrid),,,,PDS DASH,PDS DASH,1213,Yes,,,
Qlik,"QlikTech International AB | 11 | 9 Unknown | Relocate | Cloud Support | Phase I | Yes | √ | √ | Qlik is a data analytics and business intelligence platform developed by QlikTech International AB. It provides organizations with tools and capabilities to effectively analyze, visualize, and explore data from various sources. The Qlik platform is designed to help users make data-driven decisions and gain insights into their business operations.",Administration / ERP,Cloud / SaaS (or Hybrid),,,Qlik,Qlik Sense,Qlik Qlik Sense,1269,Yes,,,
Qlik,"QlikTech International AB | 9 Unknown | Relocate | Cloud Support | Phase I | Qlik is a data analytics and business intelligence platform developed by QlikTech International AB. It provides organizations with tools and capabilities to effectively analyze, visualize, and explore data from various sources. The Qlik platform is designed to help users make data-driven decisions and gain insights into their business operations.",Administration / ERP,Cloud / SaaS (or Hybrid),,,Qlik,Qlik Sense,Qlik Qlik Sense,1269,Yes,,,
REDCap,REDCap | 4 | 4 Best Effort | Upstate | Data Management | Zachary Gamble | Zachary Gamble | Relocate | Cloud Support | Phase I | √ | √ | Research Electronic Data Capture. It is a secure web application designed for data collection and management in research studies.,Administration / ERP,Cloud / SaaS (or Hybrid),,,Vanderbilt,REDCap,Vanderbilt REDCap,1397,Yes,,,
REDCap,REDCap | 4 Best Effort | Relocate | Cloud Support | Phase I | Research Electronic Data Capture. It is a secure web application designed for data collection and management in research studies.,Administration / ERP,Cloud / SaaS (or Hybrid),,,Vanderbilt,REDCap,Vanderbilt REDCap,1397,Yes,,,
SAS Analytics,"SAS Institute Inc | 3 | 9 Unknown | Relocate | Phase I | √ | √ | SAS Analytics 9.4 is a powerful software suite offered by SAS Institute Inc. It is a comprehensive analytics platform that provides a wide range of tools and capabilities for data analysis, statistical modeling, and predictive analytics. SAS Analytics 9.4 is designed to help organizations extract valuable insights from their data, make data-driven decisions, and drive business success.",Administration / ERP,Unknown / Needs vendor check,,,,SAS Analytics,SAS Analytics,1293,Yes,,,
SAS Analytics,"SAS Institute Inc | 9 Unknown | Relocate | Phase I | SAS Analytics 9.4 is a powerful software suite offered by SAS Institute Inc. It is a comprehensive analytics platform that provides a wide range of tools and capabilities for data analysis, statistical modeling, and predictive analytics. SAS Analytics 9.4 is designed to help organizations extract valuable insights from their data, make data-driven decisions, and drive business success.",Administration / ERP,Unknown / Needs vendor check,,,,SAS Analytics,SAS Analytics,1293,Yes,,,
ServiceNow,"ServiceNow | 12 | 9 Unknown | Relocate | Cloud Support | Phase I | Yes | √ | √ | ServiceNow provides IT service management (ITSM) and business process automation solutions. It helps organizations streamline their workflows, automate tasks, and improve service delivery across various departments. | ServiceNow supports Cloud Hosting, and offers several Azure integrations",Administration / ERP,Cloud / SaaS (or Hybrid),,,ServiceNow,Now Platform,ServiceNow Now Platform,1315,Yes,,,
ServiceNow,"ServiceNow | 9 Unknown | Relocate | Cloud Support | Phase I | ServiceNow provides IT service management (ITSM) and business process automation solutions. It helps organizations streamline their workflows, automate tasks, and improve service delivery across various departments.",Administration / ERP,Cloud / SaaS (or Hybrid),,,ServiceNow,Now Platform,ServiceNow Now Platform,1315,Yes,,,
